"elev","cid","lat","long","burn","n","cht","dist","confidence","density1","density2","rough1","rough2"
1307.83430348145,110,43.3010186483961,-116.989113690471,0,13,0.0197483955078125,0,0.417460532911722,0.335088074180451,-0.14736997883658,0.329598728598561,0.491961185490415
1307.80379692285,111,43.3010186425126,-116.989052045282,0,2,0.00349067431640625,0,0.449739779703437,-0.248996088078278,-0.246757335889977,0.543663166616702,0.60792104926037
1307.76185478955,112,43.3010186365958,-116.988990400093,0,4,0.0174532143554687,0,0.332363207191999,-0.0889472715362394,-0.129076807491725,0.512770253507664,0.649173204366328
1307.72781948633,113,43.3010186306459,-116.988928754904,0,11,0.06132009765625,0,0.0776927949136282,0.775565236001409,0.0349091765899053,0.118137973483195,0.291827167814458
1307.66137476416,114,43.3010186246627,-116.988867109716,0,2,0.0004323046875,0,0.382856641125279,-0.421744163688696,-0.153843231291271,0.566167438787783,0.349950886322353
1308.16787085156,115,43.3009737042023,-116.989976730513,1,2,0.0019447158203125,60.4152298689363,0.273931129750362,-0.31400939076239,-0.226632692737923,0.4374812801392,0.571469063004672
1308.14657508154,116,43.3009736987839,-116.989915085369,1,0,-0.00232252880859375,55.9016994388692,0.44663157232663,-0.504734457571894,-0.281695353953207,0.787938249954941,0.40175827307322
1308.12245306885,117,43.3009736933323,-116.989853440226,1,1,-0.00402444580078125,50.9901951362018,0.397095570434013,-0.469852372577205,-0.163477696428306,0.179715004628127,0.0471363441226403
1308.10175825586,118,43.3009736878474,-116.989791795082,1,2,-0.0059965869140625,46.0977222866349,0.308907654087031,-0.382211134028048,-0.110805182874014,0.137180584594752,0.183497803559751
1308.10011535059,119,43.3009736823293,-116.989730149939,1,5,-0.00496850390625,41.2310562569107,0.0125397360329474,-0.314790604124251,-0.06577560124792,-0.0723814142595897,0.313871708754731
1308.08020761182,120,43.300973676778,-116.989668504795,1,2,-0.00671126708984375,36.4005494458989,0.42345405748627,-0.365823821181585,-0.211990152591957,0.360368338625123,0.104569612716497
1308.06288015918,121,43.3009736711935,-116.989606859652,1,0,-0.0064371328125,31.6227766024385,0.445211126151103,-0.234389214986752,-0.200362615194147,0.0793793801986268,-0.114580560619204
1308.03807610156,122,43.3009736655758,-116.989545214508,1,0,-0.00604755419921875,26.9258240372614,0.422972660656225,-0.457198532890329,-0.314760345806888,0.74447620706998,0.663242192161856
1308.02333697461,123,43.3009736599248,-116.989483569365,1,0,-0.00581150830078125,22.3606797769242,0.337612232611728,-0.475339033862828,-0.278103206727993,0.387357812550503,0.569390089187827
1308.02971627832,124,43.3009736542406,-116.989421924221,1,0,-0.0060660478515625,18.0277563785792,0.129864032754965,-0.326236288263133,-0.2228697107475,0.129702329098881,0.394073120078424
1308.00675627051,125,43.3009736485232,-116.989360279078,1,0,-0.00452702587890625,14.1421356241425,0.11484690268358,-0.307868690383117,-0.19408020517987,0.0257895251639303,0.225142384355064
1308.00317800684,126,43.3009736427725,-116.989298633934,1,1,-0.00418458837890625,9.99999999918509,0.277262610279051,-0.514036346903811,-0.278063191377584,0.363798861138453,0.928678637185194
1307.98050255371,127,43.3009736369887,-116.989236988791,1,3,-0.0023201357421875,4.99999999825377,0.391854204470609,-0.361681573588466,-0.24804860046665,0.850123177807499,1.13838403821044
1307.94383344922,128,43.3009736311716,-116.989175343647,0,1,0.00069885205078125,0,0.459752986957502,-0.322402892464237,-0.25193316756024,0.50987631487072,0.590236108447293
1307.91106240186,129,43.3009736253213,-116.989113698504,0,1,0.00151404833984375,0,0.38360190622573,-0.45085798723244,-0.217643090363256,0.327744594986324,0.816672669970117
1307.877377875,130,43.3009736194378,-116.98905205336,0,4,0.00903419091796875,0,0.265172158469564,-0.331177916970714,-0.177815504290384,0.209924954891391,0.589427014224206
1307.84819883252,131,43.300973613521,-116.988990408217,0,14,0.0113441904296875,0,0.101167879632226,-0.134975272751888,-0.0139865035065134,-0.230060756676617,0.0258480428648889
1307.81493086182,132,43.3009736075711,-116.988928763074,0,16,0.0129398530273437,0,0.502625644819924,0.00345391819448418,-0.111390022610767,0.398039028952024,0.364785108495313
1307.76745272559,133,43.3009736015879,-116.98886711793,0,0,-0.00217979931640625,0,0.593762834824963,-0.334339105923358,-0.184778175261621,0.656032171013942,0.748392570288747
1308.28556989502,134,43.300928681127,-116.989976737909,1,0,-0.00635638330078125,61.8465843853378,0.126850036690959,-0.551807104562123,-0.19339994422291,0.841378806781545,0.398943361885221
1308.26117805664,135,43.3009286757086,-116.989915092811,1,0,-0.00430294677734375,57.0087712568101,0.359468874208789,-0.405229676574023,-0.243523787766509,-0.00445934828207704,0.322870344197658
1308.22332101953,136,43.300928670257,-116.989853447713,1,0,-0.00122808154296875,52.2015325437834,0.0840267823218356,-0.454137266576993,-0.124622791180771,-0.0322290930100876,0.318874986382434
1308.19445324658,137,43.3009286647722,-116.989791802615,1,0,-4.598876953125e-05,47.4341649025993,0.361090381112856,-0.367386247905305,-0.0984681425324062,-0.100666752147578,0.00248119610909682
1308.18610187402,138,43.3009286592541,-116.989730157517,1,0,0.00033293701171875,42.7200187272962,0.394960114010519,-0.18792518770867,-0.106385025705714,0.032545060563083,0.075701439226277
1308.17672027246,139,43.3009286537028,-116.989668512419,1,0,0.00102148388671875,38.078865529587,0.310680818226338,-0.416284754031975,-0.279571462277631,0.138393041737197,0.245712651967721
1308.15946052393,140,43.3009286481183,-116.989606867321,1,2,0.0007808876953125,33.5410196632778,0.31794121687709,-0.260759707887685,-0.262737312170781,-0.0774421230730176,0.00345861962264132
1308.14212318701,141,43.3009286425005,-116.989545222223,1,0,-0.00191624560546875,29.1547594757538,0.241586011634249,-0.345366931752408,-0.240464152512129,0.053334349500233,0.317139952566191
1308.12137439502,142,43.3009286368496,-116.989483577124,1,0,-0.0036104541015625,25.0000000004657,0.319157538541548,-0.354250962774493,-0.24076272858826,0.0915653946472661,0.313878390528093
1308.10950190234,143,43.3009286311654,-116.989421932026,1,1,-0.0043916943359375,20.6155281282577,0.175256268775594,-0.155931775377603,-0.204813553401224,-0.297167938021131,-0.120284396484747
1308.09931481982,144,43.300928625448,-116.989360286929,1,1,-0.004572142578125,15.811388301118,0.193280118427476,-0.165197329204318,-0.192688902227173,-0.298015629336727,-0.101084063738751
