id,type,transect,area,height,lat,long,y,ht_true,z
SNS1,segment,0,9.9999997474e-005,0.121337890625,43.3012663068763,-116.989950606425,1,,101
SNS2,segment,0,9.9999997474e-005,0.241455078125,43.3012662146957,-116.988951087275,1,,101
SNS3,segment,0,9.9999997474e-005,0.2208251953125,43.3012662080777,-116.988882784129,1,,101
SNS4,segment,0,0.128199999944627,0.2918701171875,43.3012654912018,-116.988918785196,1,,101
SNS5,segment,0,0.264899999932823,0.7037353515625,43.3012653123987,-116.988932100643,1,,101
SNS6,segment,0,0.022299999971438,0.186767578125,43.3012648691833,-116.989004842341,1,,101
SNS7,segment,0,0.177600000005441,0.478515625,43.3012648657409,-116.988969087987,1,,101
SNS8,segment,0,0.066599999991013,0.52392578125,43.3012647902186,-116.98912073578,1,,101
SNS9,segment,0,0.021600000012768,0.20849609375,43.3012646250502,-116.989278794713,1,,101
SNS10,segment,0,0.017700000012155,0.1356201171875,43.301264067666,-116.989097803806,1,,101
SNS11,segment,0,0.002500000024156,0.1082763671875,43.3012633625535,-116.989259068395,1,,101
SNS12,segment,0,0.039199999994707,0.1221923828125,43.3012633485065,-116.989110502894,1,,101
SNS13,segment,0,0.037599999983286,0.2174072265625,43.301262626822,-116.989096694445,1,,101
SNS14,segment,0,0.121600000096805,0.3543701171875,43.3012625169523,-116.988890675417,1,,101
SNS15,segment,0,0.060500000059619,0.1448974609375,43.3012623867331,-116.989416634302,1,,101
SNS16,segment,0,0.016999999970722,0.1209716796875,43.3012620006158,-116.989139969653,1,,101
SNS17,segment,0,0.022199999993973,0.1185302734375,43.3012616400331,-116.989135777828,1,,101
SNS18,segment,0,0.096299999960138,0.3387451171875,43.3012607670198,-116.989428717088,1,,101
SNS19,segment,0,0.010899999978392,0.2005615234375,43.301260179863,-116.989906592594,1,,101
SNS20,segment,0,0.030999999986307,0.1829833984375,43.301259929613,-116.989140586476,1,,101
SNS21,segment,0,0.153299999930823,0.420654296875,43.3012599120965,-116.988957622832,1,,101
SNS22,segment,0,0.037599999961458,0.4111328125,43.301259839321,-116.989137997384,1,,101
SNS23,segment,0,0.822299999927054,0.5928955078125,43.3012589159324,-116.988899183142,1,,101
SNS24,segment,0,0.02290000004723,0.25634765625,43.3012580498541,-116.989259315912,1,,101
SNS25,segment,0,0.005299999977069,0.1058349609375,43.3012579021716,-116.989610201735,1,,101
SNS26,segment,0,0.023700000037934,0.194091796875,43.301256879069,-116.989257343465,1,,101
SNS27,segment,0,0.011000000034073,0.103759765625,43.3012568549292,-116.989983649932,1,,101
SNS28,segment,0,0.015900000022157,0.29296875,43.3012565873528,-116.989029995169,1,,101
SNS29,segment,0,0.013000000037209,0.121337890625,43.3012556481917,-116.989579132823,1,,101
SNS30,segment,0,0.097499999992579,0.301025390625,43.3012555793683,-116.988849250952,1,,101
SNS31,segment,0,0.081400000094618,0.2625732421875,43.3012550916597,-116.989402210537,1,,101
SNS32,segment,0,0.003600000011829,0.2613525390625,43.3012545953032,-116.989887360144,1,,101
SNS33,segment,0,0.774100000622639,0.6383056640625,43.3012545216342,-116.989085846298,1,,101
SNS34,segment,0,0.0097999999698,0.128662109375,43.3012542082168,-116.989587516847,1,,101
SNS35,segment,0,0.009700000046905,0.1124267578125,43.3012541821327,-116.989304810919,1,,101
SNS36,segment,0,0.014000000035594,0.1517333984375,43.3012536160783,-116.989032584811,1,,101
SNS37,segment,0,0.070899999993344,0.315673828125,43.3012530704921,-116.988977350607,1,,101
SNS38,segment,0,1.20040000019253,0.8419189453125,43.3012524542953,-116.989124929868,1,,101
SNS39,segment,0,0.005000000047403,0.1190185546875,43.301252081468,-116.989972061376,1,,101
SNS40,segment,0,0.004899999988993,0.232177734375,43.3012520759601,-116.989909429624,1,,101
SNS41,segment,0,0.028200000053403,0.121337890625,43.3012520695528,-116.989837057895,1,,101
SNS42,segment,0,0.09769999996297,0.331787109375,43.3012510397088,-116.98940356744,1,,101
SNS43,segment,0,0.006500000015876,0.1024169921875,43.3012509064471,-116.989921758902,1,,101
SNS44,segment,0,0.017600000011953,0.1162109375,43.3012508120452,-116.989872442578,1,,101
SNS45,segment,0,0.093099999892729,0.23291015625,43.3012508086329,-116.989833975834,1,,101
SNS46,segment,0,0.576299999776893,0.7708740234375,43.301250103439,-116.989023831792,1,,101
SNS47,segment,0,0.00760000002083,0.1236572265625,43.3012500002267,-116.988887472134,1,,101
SNS48,segment,0,0.005799999970804,0.220703125,43.3012500032767,-116.989891059631,1,,101
SNS49,segment,0,0.000800000000709,0.10546875,43.3012497278052,-116.989830893743,1,,101
SNS50,segment,0,0.005900000026486,0.1024169921875,43.3012494494861,-116.989739288691,1,,101
SNS51,segment,0,0.086100000105944,0.2940673828125,43.3012493787546,-116.988978954055,1,,101
SNS52,segment,0,0.001299999999901,0.10498046875,43.3012483832085,-116.989899690258,1,,101
SNS53,segment,0,0.153099999839469,0.400634765625,43.3012478475899,-116.988975009024,1,,101
SNS54,segment,0,0.042799999871022,0.157958984375,43.3012477972706,-116.989395184226,1,,101
SNS55,segment,0,0.014900000024682,0.1348876953125,43.3012476942116,-116.989255742301,1,,101
SNS56,segment,0,0.018600000016704,0.12548828125,43.3012473128836,-116.989032955817,1,,101
SNS57,segment,0,0.013600000011138,0.1527099609375,43.3012472055814,-116.988854430697,1,,101
SNS58,segment,0,0.022800000069765,0.299072265625,43.3012472116064,-116.989888347695,1,,101
SNS59,segment,0,0.05330000000049,0.214599609375,43.3012469532071,-116.989038257388,1,,101
SNS60,segment,0,0.038100000027043,0.1829833984375,43.3012464466584,-116.989396047497,1,,101
SNS61,segment,0,0.009999999980209,0.2723388671875,43.3012457758892,-116.9899453083,1,,101
SNS62,segment,0,0.021999999991749,0.157470703125,43.3012457205694,-116.989334525494,1,,101
SNS63,segment,0,0.028399999984686,0.2095947265625,43.3012456813776,-116.989894635781,1,,101
