"id","type","transect","area","height","lat","long","y","ht_true","z","cellid"
"DAKAS65","segment",0,0.023600000087754,0.1199951171875,42.4685740660969,-112.087830975536,1,NA,101,4
"DAKAS66","segment",0,0.067000000133703,0.16748046875,42.4685761230722,-112.087614245509,1,NA,101,7
"DAKAS67","segment",0,0.009700000000521,0.100341796875,42.4685768421089,-112.08753847513,1,NA,101,8
"DAKAS68","segment",0,0.095900000074835,0.158447265625,42.4685791558438,-112.087294623409,1,NA,101,12
"DAKAS69","segment",0,0.053099999943697,0.3673095703125,42.4685750842315,-112.087704729004,1,NA,101,6
"DAKAS70","segment",0,0.082600000154343,0.3411865234375,42.4685762292219,-112.087584080186,1,NA,101,8
"DAKAS71","segment",1,0.027499999996508,0.1500244140625,42.4685797591942,-112.087212039079,1,NA,0,14
"DAKAS72","segment",1,0.040400000136287,0.1719970703125,42.4685797765006,-112.087210214752,1,NA,0,14
"DAKAS73","segment",0,0.018700000005992,0.1002197265625,42.4685791245594,-112.087269443018,1,NA,101,13
"DAKAS74","segment",0,0.01990000000751,0.1234130859375,42.4685749399283,-112.087700955611,1,NA,101,6
"DAKAS75","segment",0,0.0427000000509,0.1749267578125,42.4685786433618,-112.087310671254,1,NA,101,12
"DAKAS76","segment",0,0.032699999990655,0.119140625,42.4685764784283,-112.087519857642,1,NA,101,9
"DAKAS77","segment",0,0.068599999957769,0.1722412109375,42.4685780386428,-112.087355424963,1,NA,101,11
"DAKAS78","segment",0,0.091300000283809,0.1456298828125,42.4685794439686,-112.087197801535,1,NA,101,14
"DAKAS79","segment",0,0.106299999909425,0.1038818359375,42.4685757408611,-112.087559621734,1,NA,101,8
"DAKAS80","segment",0,0.211100000000442,0.2618408203125,42.4685782115668,-112.087299229453,1,NA,101,12
"DAKAS81","segment",0,0.075899999956164,0.1072998046875,42.4685794207391,-112.087171769791,1,NA,101,14
"DAKAS82","segment",0,0.175599999898623,0.2506103515625,42.4685750898936,-112.087618728367,1,NA,101,7
"DAKAS83","segment",0,0.037299999899915,0.170654296875,42.4685751268279,-112.08761483647,1,NA,101,7
"DAKAS84","segment",0,0.02399999993122,0.1812744140625,42.468574187264,-112.087704348548,1,NA,101,6
"DAKAS85","segment",0,0.046299999954499,0.1153564453125,42.4685771671342,-112.087371344951,1,NA,101,11
"DAKAS86","segment",0,0.041000000034728,0.114501953125,42.4685762992497,-112.087434340369,1,NA,101,10
"DAKAS87","segment",0,0.015100000031453,0.111083984375,42.4685754036823,-112.087519230827,1,NA,101,9
"DAKAS88","segment",0,0.022200000086741,0.192138671875,42.4685774242985,-112.087306271049,1,NA,101,12
"DAKAS89","segment",1,0.037199999969744,0.1787109375,42.4685783415807,-112.087209581709,1,NA,0,14
"DAKAS90","segment",0,0.059300000134499,0.108642578125,42.4685749316279,-112.087559486082,1,NA,101,8
"DAKAS91","segment",0,0.063899999979185,0.1422119140625,42.4685775454106,-112.0872840127,1,NA,101,13
"DAKAS92","segment",0,0.134399999907146,0.2432861328125,42.4685737589504,-112.087673565763,1,NA,101,6
"DAKAS93","segment",0,0.144200000020646,0.131103515625,42.4685783287888,-112.087191943429,1,NA,101,14
"DAKAS94","segment",0,0.05649999999514,0.1268310546875,42.4685742944947,-112.087607645194,1,NA,101,7
"DAKAS95","segment",0,0.097799999934978,0.3551025390625,42.4685745080167,-112.087585145163,1,NA,101,8
"DAKAS96","segment",0,0.076000000046406,0.1685791015625,42.4685781337545,-112.087203009455,1,NA,101,14
"DAKAS97","segment",0,0.061999999943509,0.1102294921875,42.4685782860492,-112.087186955376,1,NA,101,14
"DAKAS98","segment",0,0.061000000015156,0.1363525390625,42.468575760176,-112.087443697454,1,NA,101,10
"DAKAS99","segment",1,0.058700000035969,0.1839599609375,42.4685779652558,-112.08721127818,1,NA,0,14
"DAKAS100","segment",0,0.059199999936936,0.166015625,42.4685790970368,-112.087091967177,1,NA,101,16
"DAKAS101","segment",0,0.18700000008721,0.7896728515625,42.4685736077089,-112.087661034042,1,NA,101,6
"DAKAS102","segment",0,0.126699999970697,0.323974609375,42.4685743279118,-112.087575653986,1,NA,101,8
"DAKAS103","segment",0,0.044799999987845,0.135009765625,42.4685791603655,-112.087066301856,1,NA,101,16
"DAKAS104","segment",0,0.258199999982025,0.785400390625,42.4685734968771,-112.087653733616,1,NA,101,6
"DAKAS105","segment",0,0.083099999872502,0.153564453125,42.46857692434,-112.087283028816,1,NA,101,13
"DAKAS106","segment",0,0.058799999997063,0.1878662109375,42.4685735868627,-112.087615782941,1,NA,101,7
"DAKAS107","segment",0,0.129099999800019,0.1031494140625,42.4685737403694,-112.087599607243,1,NA,101,7
"DAKAS108","segment",0,0.017300000034993,0.12255859375,42.4685722940739,-112.087733023225,1,NA,101,5
"DAKAS109","segment",0,0.024000000018532,0.13916015625,42.4685763517742,-112.087286424875,1,NA,101,12
"DAKAS110","segment",0,0.096799999973882,0.148193359375,42.4685734655683,-112.087571624878,1,NA,101,8
"DAKAS111","segment",0,0.068699999973433,0.1571044921875,42.4685763804864,-112.087254920151,1,NA,101,13
"DAKAS112","segment",0,0.102300000042305,0.1575927734375,42.4685732116166,-112.087579405554,1,NA,101,8
"DAKAS113","segment",0,0.025100000038947,0.1427001953125,42.4685730165265,-112.08758098352,1,NA,101,8
"DAKAS114","segment",0,0.069199999943521,0.1304931640625,42.468573290058,-112.087552159156,1,NA,101,8
"DAKAS115","segment",0,0.022499999987303,0.1077880859375,42.4685790383138,-112.086946239302,1,NA,101,18
"DAKAS116","segment",0,0.116799999934301,0.1812744140625,42.4685758057031,-112.087277535574,1,NA,101,13
"DAKAS117","segment",0,0.053599999904691,0.190673828125,42.4685766052797,-112.08719325166,1,NA,101,14
"DAKAS118","segment",0,0.145599999919796,0.2513427734375,42.4685717283904,-112.087697737317,1,NA,101,6
"DAKAS119","segment",0,0.019399999961024,0.105712890625,42.4685772916782,-112.08711139862,1,NA,101,15
"DAKAS120","segment",0,0.074899999864101,0.1571044921875,42.4685741012886,-112.087438194858,1,NA,101,10
"DAKAS121","segment",0,0.118400000021211,0.138671875,42.4685756486937,-112.087275100021,1,NA,101,13
"DAKAS122","segment",0,0.115099999966333,0.230712890625,42.4685763559687,-112.087200545852,1,NA,101,14
"DAKAS123","segment",0,0.038300000025629,0.1148681640625,42.4685776411697,-112.087065059149,1,NA,101,16
"DAKAS124","segment",0,0.045000000028267,0.116455078125,42.4685691274941,-112.08795277506,1,NA,101,2
"DAKAS125","segment",0,0.060199999927136,0.1265869140625,42.4685728490967,-112.087560666445,1,NA,101,8
"DAKAS126","segment",0,0.144099999961327,0.17333984375,42.4685730291403,-112.087541693446,1,NA,101,8
"DAKAS127","segment",0,0.080300000029638,0.1632080078125,42.4685754167283,-112.087290057944,1,NA,101,12
"DAKAS128","segment",0,0.085400000112713,0.11962890625,42.4685756013424,-112.087270598455,1,NA,101,13
"DAKAS129","segment",0,0.067699999974138,0.174560546875,42.468576351303,-112.087191544279,1,NA,101,14
"DAKAS130","segment",0,0.015900000001238,0.13427734375,42.4685780747856,-112.087000353224,1,NA,101,17
"DAKAS131","segment",0,0.039399999983289,0.1392822265625,42.4685724647267,-112.087582190384,1,NA,101,8
"DAKAS132","segment",0,0.426299999981893,0.826171875,42.4685709584346,-112.087731418754,1,NA,101,5
"DAKAS133","segment",0,0.091000000014901,0.14306640625,42.4685754304419,-112.087260134304,1,NA,101,13
"DAKAS134","segment",0,0.014700000028824,0.1060791015625,42.4685768299263,-112.087112607047,1,NA,101,15
"DAKAS135","segment",0,0.17809999999281,0.266845703125,42.4685754407804,-112.087249551649,1,NA,101,13
"DAKAS136","segment",0,0.04740000001766,0.115966796875,42.46856893475,-112.087916157551,1,NA,101,2
"DAKAS137","segment",0,0.137399999965965,0.111083984375,42.4685688620246,-112.087914331665,1,NA,101,2
"DAKAS138","segment",1,0.109799999980169,0.1112060546875,42.4685755421699,-112.087210384751,1,NA,0,14
"DAKAS139","segment",0,0.054099999942082,0.1341552734375,42.4685771180906,-112.087044249353,1,NA,101,16
"DAKAS140","segment",0,0.026700000032179,0.13623046875,42.4685726457921,-112.087506167412,1,NA,101,9
"DAKAS141","segment",0,0.099200000091514,0.1534423828125,42.4685716693795,-112.087599571387,1,NA,101,7
"DAKAS142","segment",0,0.042899999926703,0.1180419921875,42.4685683817922,-112.087917486034,1,NA,101,2
"DAKAS143","segment",0,0.058299999949668,0.4793701171875,42.4685705485873,-112.087689201965,1,NA,101,6
"DAKAS144","segment",0,0.053800000086085,0.18212890625,42.4685712445896,-112.08761586403,1,NA,101,7
"DAKAS145","segment",0,0.040400000019872,0.1497802734375,42.468572212888,-112.087504335291,1,NA,101,9
"DAKAS146","segment",0,0.036299999977928,0.111572265625,42.4685740627052,-112.08730937555,1,NA,101,12
"DAKAS147","segment",0,0.044199999977536,0.1116943359375,42.4685759455889,-112.087101400699,1,NA,101,16
"DAKAS148","segment",0,0.057200000053854,0.1041259765625,42.4685711313935,-112.087580342673,1,NA,101,8
"DAKAS149","segment",0,0.076299999986077,0.154296875,42.4685677387913,-112.087918812958,1,NA,101,2
"DAKAS150","segment",0,0.103899999963687,0.11181640625,42.4685708174245,-112.087594447683,1,NA,101,7
"DAKAS151","segment",0,0.090000000211148,0.149169921875,42.4685697208952,-112.087700500317,1,NA,101,6
"DAKAS152","segment",0,0.026600000018334,0.1007080078125,42.4685733469763,-112.087308876595,1,NA,101,12
"DAKAS153","segment",0,0.016199999960008,0.21728515625,42.4685701352481,-112.087637861982,1,NA,101,7
"DAKAS154","segment",0,0.050299999866183,0.151123046875,42.4685706176995,-112.087587024077,1,NA,101,8
"DAKAS155","segment",0,0.039599999920028,0.1669921875,42.4685712859139,-112.087507117004,1,NA,101,9
"DAKAS156","segment",0,0.082399999981135,0.173828125,42.4685733561229,-112.087288927502,1,NA,101,12
"DAKAS157","segment",0,0.082699999893521,0.179443359375,42.4685735407368,-112.087269468014,1,NA,101,13
"DAKAS158","segment",0,0.264299999927971,0.580810546875,42.4685708819567,-112.087540196572,1,NA,101,8
"DAKAS159","segment",0,0.098999999972875,0.232177734375,42.4685735649219,-112.087257425897,1,NA,101,13
"DAKAS160","segment",0,0.021700000002056,0.13134765625,42.468576666913,-112.08691140872,1,NA,101,19
"DAKAS161","segment",0,0.122700000017176,0.3231201171875,42.4685703221411,-112.087570718963,1,NA,101,8
"DAKAS162","segment",0,0.141999999930704,0.24365234375,42.4685731136424,-112.087276515845,1,NA,101,13
"DAKAS163","segment",0,0.083099999945262,0.2266845703125,42.4685729093258,-112.087279066785,1,NA,101,13
"DAKAS164","segment",0,0.022499999979118,0.1376953125,42.4685705655941,-112.087516592592,1,NA,101,9
"DAKAS165","segment",0,0.044799999986935,0.1466064453125,42.4685704651642,-112.087517685629,1,NA,101,9
"DAKAS166","segment",0,0.151900000017122,0.209228515625,42.4685698280682,-112.087575332796,1,NA,101,8
"DAKAS167","segment",0,0.018800000058945,0.1556396484375,42.4685696341511,-112.087586277198,1,NA,101,8
"DAKAS168","segment",0,0.083000000027823,0.1373291015625,42.4685720760698,-112.087328925489,1,NA,101,12
"DAKAS169","segment",0,0.060199999935321,0.3382568359375,42.4685723956922,-112.087295236251,1,NA,101,12
"DAKAS170","segment",0,0.036799999998038,0.13720703125,42.468574141267,-112.0871017344,1,NA,101,15
"DAKAS171","segment",0,0.019399999978305,0.133056640625,42.4685765163554,-112.086851315075,1,NA,101,20
"DAKAS172","segment",0,0.039100000033613,0.1123046875,42.4685722386832,-112.087292800698,1,NA,101,12
"DAKAS173","segment",0,0.024400000062087,0.1527099609375,42.4685723390677,-112.087282219601,1,NA,101,13
"DAKAS174","segment",0,0.066799999935938,0.1539306640625,42.468569234755,-112.087599894161,1,NA,101,7
"DAKAS175","segment",0,0.052200000111043,0.1295166015625,42.4685694275007,-112.087579583323,1,NA,101,8
"DAKAS176","segment",0,0.039099999944483,0.106689453125,42.4685699456796,-112.087515487084,1,NA,101,9
"DAKAS177","segment",0,0.089299999877767,0.2210693359375,42.4685681324405,-112.087697066844,1,NA,101,6
"DAKAS178","segment",0,0.061200000091048,0.1617431640625,42.4685691700859,-112.087587728865,1,NA,101,8
"DAKAS179","segment",0,0.152100000035716,0.1171875,42.468565956403,-112.087916835821,1,NA,101,2
"DAKAS180","segment",0,0.095800000148301,0.1431884765625,42.4685715577354,-112.087326605324,1,NA,101,12
"DAKAS181","segment",0,0.138899999983551,0.303466796875,42.4685722281219,-112.087255943058,1,NA,101,13
"DAKAS182","segment",1,0.035099999918202,0.1629638671875,42.4685725442127,-112.087213130625,1,NA,0,14
"DAKAS183","segment",0,0.044400000013411,0.3436279296875,42.468571809194,-112.087281115654,1,NA,101,13
"DAKAS184","segment",0,0.026599999949212,0.1370849609375,42.4685758918209,-112.086850696061,1,NA,101,20
"DAKAS185","segment",0,0.058700000010504,0.114501953125,42.4685674998547,-112.087725763346,1,NA,101,5
"DAKAS186","segment",1,0.094500000070184,0.248291015625,42.4685722141359,-112.087228938343,1,NA,0,13
"DAKAS187","segment",1,0.11280000005263,0.146728515625,42.4685723895094,-112.087210451829,1,NA,0,14
"DAKAS188","segment",0,0.074199999885423,0.115478515625,42.4685674975389,-112.087716518532,1,NA,101,5
"DAKAS189","segment",0,0.164200000002893,0.1737060546875,42.468569101892,-112.08754746426,1,NA,101,8
"DAKAS190","segment",0,0.087100000037026,0.11474609375,42.4685693292274,-112.087514016711,1,NA,101,9
"DAKAS191","segment",1,0.032900000012887,0.1395263671875,42.4685721978857,-112.08721166493,1,NA,0,14
"DAKAS192","segment",0,0.085300000035204,0.175048828125,42.4685726339996,-112.087165691888,1,NA,101,14
"DAKAS193","segment",0,0.127499999991414,0.1202392578125,42.4685691780176,-112.087520461106,1,NA,101,9
"DAKAS194","segment",0,0.070400000163318,0.1007080078125,42.4685748453635,-112.086923054813,1,NA,101,18
"DAKAS195","segment",0,0.050600000013219,0.12353515625,42.4685755039674,-112.086853608753,1,NA,101,20
"DAKAS196","segment",0,0.06580000003305,0.1094970703125,42.4685670450223,-112.087726242038,1,NA,101,5
"DAKAS197","segment",0,0.042199999940749,0.1588134765625,42.4685712020129,-112.087288160367,1,NA,101,12
"DAKAS198","segment",0,0.032999999872118,0.1339111328125,42.468571169662,-112.087282077719,1,NA,101,13
"DAKAS199","segment",0,0.035899999931644,0.1531982421875,42.4685731206203,-112.087076415248,1,NA,101,16
"DAKAS200","segment",0,0.455300000887291,0.521240234375,42.4685684542999,-112.087558765733,1,NA,101,8
"DAKAS201","segment",0,0.010199999988799,0.119140625,42.4685701460846,-112.087370980134,1,NA,101,11
"DAKAS202","segment",0,0.148800000051779,0.2200927734375,42.4685649324577,-112.087910857642,1,NA,101,2
"DAKAS203","segment",0,0.043500000044332,0.14794921875,42.4685680629861,-112.087571531343,1,NA,101,8
"DAKAS204","segment",0,0.052600000009988,0.127685546875,42.4685676555478,-112.087604975773,1,NA,101,7
"DAKAS205","segment",0,0.025800000013987,0.1014404296875,42.4685709202129,-112.087260907734,1,NA,101,13
"DAKAS206","segment",0,0.055599999997867,0.115234375,42.4685673427139,-112.087609471102,1,NA,101,7
"DAKAS207","segment",0,0.050700000084362,0.1033935546875,42.4685702808557,-112.087299822033,1,NA,101,12
"DAKAS208","segment",1,0.08590000001459,0.2930908203125,42.4685709708399,-112.087227092198,1,NA,0,13
"DAKAS209","segment",0,0.105000000071414,0.1563720703125,42.4685695584041,-112.087347493101,1,NA,101,11
"DAKAS210","segment",0,0.04470000018955,0.142333984375,42.4685701757269,-112.087282425441,1,NA,101,13
"DAKAS211","segment",1,0.119999999891661,0.1817626953125,42.4685706384064,-112.0872336551,1,NA,0,13
"DAKAS212","segment",0,0.068800000070041,0.1376953125,42.4685742779661,-112.086849938288,1,NA,101,20
"DAKAS213","segment",0,0.040199999986726,0.1234130859375,42.4685669409745,-112.087604355193,1,NA,101,7
"DAKAS214","segment",0,0.23670000004131,0.385498046875,42.4685675595972,-112.087539165919,1,NA,101,8
"DAKAS215","segment",1,0.045800000107192,0.2091064453125,42.4685706486936,-112.087213584386,1,NA,0,14
"DAKAS216","segment",0,0.059500000056687,0.177978515625,42.468571939678,-112.087077489588,1,NA,101,16
"DAKAS217","segment",0,0.262099999850761,0.228515625,42.4685664804325,-112.087643394224,1,NA,101,7
"DAKAS218","segment",0,0.095900000093934,0.239990234375,42.4685657186099,-112.087714176536,1,NA,101,5
"DAKAS219","segment",0,0.039199999986522,0.1353759765625,42.4685667493466,-112.087605568293,1,NA,101,7
"DAKAS220","segment",0,0.068700000007084,0.1571044921875,42.4685675814788,-112.08751787899,1,NA,101,9
"DAKAS221","segment",0,0.110100000032617,0.204833984375,42.4685693355462,-112.087333013873,1,NA,101,12
"DAKAS222","segment",0,0.149899999902118,0.1383056640625,42.4685695132443,-112.087314284117,1,NA,101,12
"DAKAS223","segment",0,0.030499999984386,0.1014404296875,42.4685665992859,-112.087611891066,1,NA,101,7
"DAKAS224","segment",0,0.031500000082815,0.1077880859375,42.4685698408501,-112.08726076741,1,NA,101,13
"DAKAS225","segment",0,0.084600000158389,0.1470947265625,42.4685694899977,-112.087278764319,1,NA,101,13
"DAKAS226","segment",0,0.000800000001618,0.1478271484375,42.4685667550235,-112.087557519896,1,NA,101,8
"DAKAS227","segment",0,0.017799999983254,0.147705078125,42.468569361878,-112.08728277628,1,NA,101,13
"DAKAS228","segment",0,0.012899999990623,0.138427734375,42.4685692810657,-112.087281801747,1,NA,101,13
"DAKAS229","segment",0,0.130499999907443,0.31787109375,42.4685696906705,-112.087238626009,1,NA,101,13
"DAKAS230","segment",0,0.081599999926766,0.117919921875,42.4685726808698,-112.086923382287,1,NA,101,18
"DAKAS231","segment",0,0.020799999892915,0.1083984375,42.4685693040533,-112.087260393194,1,NA,101,13
"DAKAS232","segment",0,0.033899999865753,0.151123046875,42.4685690259365,-112.087280215988,1,NA,101,13
"DAKAS233","segment",1,0.083999999971638,0.1407470703125,42.4685696120201,-112.087208944057,1,NA,0,14
"DAKAS234","segment",0,0.06100000006245,0.12548828125,42.4685718396939,-112.086974092352,1,NA,101,18
"DAKAS235","segment",0,0.068200000092475,0.1622314453125,42.4685707598894,-112.087078442305,1,NA,101,16
"DAKAS236","segment",0,0.135700000049837,0.1319580078125,42.4685685688839,-112.087299914043,1,NA,101,12
"DAKAS237","segment",0,0.073199999947974,0.120361328125,42.4685694573167,-112.087206265261,1,NA,101,14
"DAKAS238","segment",0,0.072099999990314,0.1373291015625,42.4685656387867,-112.087589735636,1,NA,101,7
"DAKAS239","segment",0,0.383800000094197,0.489013671875,42.4685660669734,-112.087544613957,1,NA,101,8
"DAKAS240","segment",0,0.020700000034594,0.102294921875,42.4685687314427,-112.087254301195,1,NA,101,13
"DAKAS241","segment",0,0.147499999869979,0.1627197265625,42.4685661361738,-112.087518340535,1,NA,101,9
"DAKAS242","segment",0,0.044899999891641,0.1243896484375,42.4685683564046,-112.08728434022,1,NA,101,12
"DAKAS243","segment",0,0.067499999879146,0.1021728515625,42.4685712844399,-112.086975664087,1,NA,101,18
"DAKAS244","segment",0,0.03929999994034,0.16015625,42.4685724920989,-112.086848326047,1,NA,101,20
"DAKAS245","segment",1,0.109799999902862,0.2607421875,42.4685689494134,-112.087212338559,1,NA,0,14
"DAKAS246","segment",0,0.052399999982299,0.1640625,42.4685679028543,-112.087313161467,1,NA,101,12
"DAKAS247","segment",0,0.199399999777597,0.139892578125,42.468568344778,-112.087266580321,1,NA,101,13
"DAKAS248","segment",0,0.023400000005495,0.1536865234375,42.4685681105061,-112.087281781486,1,NA,101,13
"DAKAS249","segment",0,0.123399999904905,0.2286376953125,42.4685650500354,-112.08758534634,1,NA,101,8
"DAKAS250","segment",0,0.056799999991199,0.1964111328125,42.4685650731186,-112.087582913904,1,NA,101,8
"DAKAS251","segment",0,0.086699999865232,0.195068359375,42.4685683469476,-112.087237872902,1,NA,101,13
"DAKAS252","segment",0,0.099099999952159,0.253662109375,42.4685677319155,-112.087293209259,1,NA,101,12
"DAKAS253","segment",0,0.056499999956031,0.1121826171875,42.468567435331,-112.087314978001,1,NA,101,12
"DAKAS254","segment",1,0.035600000108388,0.189208984375,42.4685681991676,-112.087234464375,1,NA,0,13
"DAKAS255","segment",0,0.0699000000659,0.1385498046875,42.4685652911637,-112.087521975159,1,NA,101,9
"DAKAS256","segment",0,0.526399999967907,0.72216796875,42.4685648710445,-112.087556757428,1,NA,101,8
"DAKAS257","segment",0,0.124900000042544,0.1038818359375,42.4685701416333,-112.086982212968,1,NA,101,17
"DAKAS258","segment",0,0.048200000041106,0.1397705078125,42.4685702016162,-112.086975888634,1,NA,101,18
"DAKAS259","segment",0,0.058500000017375,0.1038818359375,42.4685634351774,-112.08767959074,1,NA,101,6
"DAKAS260","segment",0,0.101600000078179,0.1728515625,42.4685681215683,-112.087185684685,1,NA,101,14
