"elev","cid","lat","long","burn","n","cht","dist","confidence","density1","density2","rough1","rough2"
1588.41700053906,1,42.4735895737195,-112.092010873452,1,10,0.0014214326171875,40.311288742619,0.198742653022709,-0.622619763444002,-0.645752982097322,0.205218693002364,0.359019107445657
1588.23881226367,2,42.4735901531869,-112.091950057789,1,2,-0.00038160791015625,38.0788655299692,0.212183700243529,-0.600283786189526,-0.645710762191858,0.475586023733063,0.436682500659167
1587.78451444629,3,42.4735907326221,-112.091889242125,1,4,0.0050654658203125,36.055512754769,0.356561969472338,-0.610108545944072,-0.687257208675756,0.646790267341458,0.613837392054251
1587.06295399414,4,42.473591312025,-112.091828426459,1,18,0.02172109765625,33.5410196628353,0.147681228653471,-0.404303952380368,-0.526876144864532,0.121133636408542,0.23207417103724
1586.16675508301,5,42.4735918913957,-112.091767610791,1,10,0.0132392416992187,31.6227766008555,0.191830394357192,-0.481092783363725,-0.571886168227144,0.189816939353733,0.203957866185575
1585.22402844678,6,42.4735924707341,-112.091706795122,1,12,0.00104527001953125,30.4138126517686,0.412052800170615,-0.574022291086693,-0.641328130053964,0.199736829116072,0.214512522747072
1584.64481875293,7,42.4735930500402,-112.09164597945,1,46,0.0236858227539062,30,0.271589658135198,-0.503031274523221,-0.557896448088667,-0.414756702374646,-0.372559952891038
1584.63863023291,8,42.4735936293141,-112.091585163777,1,67,0.0577801591796875,29.9999999981374,-0.146595786563563,-0.237036321045853,-0.265217765876146,-0.313164882305326,-0.470536820760746
1584.67140875244,9,42.4735942085557,-112.091524348102,1,60,0.0835230444335937,30.4138126496634,-0.272019249536694,-0.218417524100295,-0.156637436807549,-0.47163215927309,-0.805933251986021
1584.76469500195,10,42.4735947877651,-112.091463532425,1,70,0.0511552431640625,31.6227766001744,-0.539770629571474,0.253292931229832,0.239470231130098,-0.285727943072497,-1.04858321824454
1584.81067013867,11,42.4735953669421,-112.091402716747,1,53,0.0283215922851562,33.5410196610912,0.0144355352423335,-0.334664388539829,-0.321408341033209,-0.772575610143253,-0.692026463719129
1585.56215827441,12,42.473595946087,-112.091341901066,1,23,0.00873626904296875,36.0555127533161,0.318655342616343,-0.712451620909538,-0.579993419829973,-0.41141451592797,-0.356853334857847
1587.85162371631,13,42.4735445523067,-112.092010090677,1,17,0.0051142275390625,36.0555127552534,0.329651511304784,-0.567566568647531,-0.605082856090245,0.151123407213145,0.356266816143118
