id,type,transect,area,height,lat,long
DOWN003,field,0,0.244614169214401,0.5902099609375,42.47361142,-112.0913481
DOWN004,field,0,0.138086286220641,0.5272216796875,42.47345584,-112.0913878
DOWN006,field,0,0.0331722848468416,0.210693359375,42.47346052,-112.0917374
DOWN007,field,0,0.118986737457817,0.3187255859375,42.47352302,-112.0917416
DOWN010,field,0,0.186976374283404,0.057861328125,42.47354323,-112.0918256
DOWN011,field,0,0.1804857637635,0.452880859375,42.47357188,-112.0918299
DOWN015,field,0,0.0691376757804392,0.111572265625,42.4733704,-112.0918373
DOWN016,field,0,0.0858943675486898,0.0526123046875,42.47336636,-112.0918255
DOWN017,field,0,0.0546166393687599,0.0498046875,42.47336825,-112.0917974
DOWN019,field,0,0.0418673642196268,0.154296875,42.473377,-112.0917637
DOWN020,field,0,0.120280961416029,0.3038330078125,42.47334813,-112.0917613
DOWN022,field,0,0.0500907538244064,0.01171875,42.47332652,-112.0917971
DOWN023,field,0,0.0959187555308745,0.0869140625,42.4733158,-112.0918569
DOWN024,field,0,0.0821929646103854,0.205322265625,42.47332704,-112.0919221
DOWN025,field,0,0.0479817928489865,0.6483154296875,42.47340542,-112.0918766
DOWN026,field,0,0.0608636085453327,0.4080810546875,42.47342668,-112.0918754
DOWN029,field,0,0.148161351420526,0.646484375,42.47297656,-112.091709
DOWN055,field,1,0.068681579299664,0.00927734375,42.47291934,-112.0918614
DOWN056,field,1,0.14510121357489,0.651611328125,42.47293833,-112.0918699
DOWN057,field,1,0.0947044459462631,0.591796875,42.4729429,-112.0918588
DOWND101,digit,1,0.0319037679364556,0.3067626953125,42.4729206104263,-112.091866789809
DOWND102,digit,1,0.0301807641171763,0.2750244140625,42.4729187104577,-112.091865076572
DOWNS1,segment,0,9.99999983832822e-005,0.309326171875,42.4736159333921,-112.091602521809
DOWNS2,segment,0,9.99999974737875e-005,0.3055419921875,42.4736159890016,-112.091596683502
DOWNS3,segment,0,9.99999974737875e-005,0.1781005859375,42.4736161013782,-112.091584885257
DOWNS4,segment,0,9.99999974737875e-005,0.1295166015625,42.4736161199145,-112.091582939155
DOWNS5,segment,0,9.99999974737875e-005,0.1329345703125,42.4736168856638,-112.091502540804
DOWNS6,segment,0,9.99999983832822e-005,0.1092529296875,42.4736170200406,-112.091488431562
DOWNS7,segment,0,9.99999983832822e-005,0.227294921875,42.4736170443672,-112.091485877302
DOWNS8,segment,0,9.99999974737875e-005,0.1468505859375,42.4736170744859,-112.091482714886
DOWNS9,segment,0,9.99999974737875e-005,0.1031494140625,42.4736172331865,-112.091466051384
DOWNS10,segment,0,9.99999974737875e-005,0.1158447265625,42.4736172980561,-112.091459240026
DOWNS11,segment,0,9.99999983832822e-005,0.100830078125,42.4736173189069,-112.091457050661
DOWNS12,segment,0,0.0137000000213447,0.103759765625,42.4736172195971,-112.091458022147
DOWNS13,segment,0,0.0453999999472217,0.1436767578125,42.4736161054949,-112.091565542736
DOWNS14,segment,0,0.0290999999988344,0.12548828125,42.4736174214621,-112.09142736947
DOWNS15,segment,0,0.0811000001585853,0.1104736328125,42.4736156859195,-112.091581228491
DOWNS16,segment,0,0.0963999999839871,0.28076171875,42.4736163786864,-112.091508492918
DOWNS17,segment,0,0.0126999999756663,0.2366943359375,42.4736171745006,-112.091424932148
DOWNS18,segment,0,0.340199999965989,0.8690185546875,42.4736173216095,-112.09140948496
DOWNS19,segment,0,0.0487999999695603,0.1776123046875,42.4736114835056,-112.092012896687
DOWNS20,segment,0,0.0192999999990207,0.1458740234375,42.473616139083,-112.09145800337
DOWNS21,segment,0,1.07299999971565,1.176513671875,42.4736152048639,-112.091537182278
DOWNS22,segment,0,0.0442000000603002,0.2030029296875,42.4736158629334,-112.091430262023
DOWNS23,segment,0,0.0915999998560437,0.1165771484375,42.4736141791987,-112.091588136441
DOWNS24,segment,0,0.0284000000137894,0.1099853515625,42.4736153205887,-112.091458840707
DOWNS25,segment,0,0.238700000105382,0.4490966796875,42.4736142817878,-112.091558455252
DOWNS26,segment,0,0.023599999974067,0.1085205078125,42.4736113974406,-112.091842339765
DOWNS27,segment,0,0.112099999972088,0.1072998046875,42.4736150666775,-112.091457133173
DOWNS28,segment,0,0.254999999644497,0.3267822265625,42.4736143244462,-112.091525610082
DOWNS29,segment,0,0.0666999998738902,0.123779296875,42.473615244217,-112.091429034756
DOWNS30,segment,0,0.162299999888091,0.3482666015625,42.4736143239192,-112.091506754087
DOWNS31,segment,0,0.0567000000164626,0.35400390625,42.4736121264737,-112.091728000011
DOWNS32,segment,0,0.12480000006417,0.1839599609375,42.4736148597203,-112.091431582756
DOWNS33,segment,0,0.0739000000257874,0.1427001953125,42.4736108745655,-112.091840505902
DOWNS34,segment,0,0.213699999949313,0.1058349609375,42.4736128270755,-112.091597723411
DOWNS35,segment,0,0.202599999947779,0.281005859375,42.4736126802646,-112.091603681784
DOWNS36,segment,0,0.0400999999501437,0.2550048828125,42.4736123191209,-112.091632141963
DOWNS37,segment,0,0.100500000000466,0.3209228515625,42.4736138173504,-112.091465383766
DOWNS38,segment,0,0.0719000000872256,0.5517578125,42.4736139992159,-112.091446287637
DOWNS39,segment,0,0.28259999997681,0.66357421875,42.4736102171387,-112.091824436474
DOWNS40,segment,0,0.133799999756775,0.1011962890625,42.4736124463729,-112.091590417703
DOWNS41,segment,0,0.0615000000325381,0.1539306640625,42.4736132874255,-112.091502113316
DOWNS42,segment,0,0.189899999633781,0.337158203125,42.4736125876197,-112.091509400246
DOWNS43,segment,0,0.0269999999673018,0.13818359375,42.4736142127777,-112.091338751402
DOWNS44,segment,0,0.0482000000420157,0.126708984375,42.4736098675958,-112.091785501913
DOWNS45,segment,0,0.0234999999438514,0.4718017578125,42.4736117735295,-112.091585418297
DOWNS46,segment,0,0.149599999554994,0.5927734375,42.4736128868039,-112.091468530534
DOWNS47,segment,0,0.135499999956664,0.332275390625,42.4736119105533,-112.091561576981
